ElectionType,ElectionName,GeographyType,GeographyName,DemName,RepName,CountyName,FIPS,Vote,TotalVote,Latitude,Longitude
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Oconee County,13219,0.337583776868161,19682.6232,33.83506881,-83.43706988
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Oglethorpe County,13221,0.304572068093272,6382.806,33.88064398,-83.08144741
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Paulding County,13223,0.398882854693952,68828.7738,33.92082846,-84.86736714
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Peach County,13225,0.491068097722383,9750.3366,32.56840679,-83.82790492
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Pickens County,13227,0.181667605401161,15140.4234,34.46423209,-84.46567239
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Pierce County,13229,0.120533404304293,7091.6832,31.35837358,-82.2134274
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Pike County,13231,0.141801960484801,9106.2336,33.09206899,-84.38908484
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Polk County,13233,0.210109097507378,13901.7078,34.00190077,-85.18805562
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Pulaski County,13235,0.314878111457384,3141.9126,32.23213302,-83.47580638
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Putnam County,13237,0.3058734563752,9339.1296,33.32175332,-83.37315585
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Quitman County,13239,0.443520577648444,826.7808,31.86629277,-85.01684071
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Rabun County,13241,0.228950943776377,7549.4694,34.88165754,-83.40264155
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Randolph County,13243,0.559496528795947,2164.4772,31.7621807,-84.75379101
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Richmond County,13245,0.69981491654468,60501.2862,33.35950332,-82.07386121
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Rockdale County,13247,0.755184129902288,32660.7528,33.65414105,-84.02657025
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Schley County,13249,0.200301987729937,1763.4594,32.26331654,-84.31547114
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Screven County,13251,0.393948081492214,5026.1868,32.75107817,-81.61169117
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Seminole County,13253,0.31577469007845,2912.6556,30.93897842,-84.86850436
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Spalding County,13255,0.437152627787734,23917.6914,33.26065533,-84.28381621
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Stephens County,13257,0.197618525734162,9487.6008,34.55397748,-83.29303308
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Stewart County,13259,0.602169301532712,1473.0672,32.07839601,-84.83395276
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Sumter County,13261,0.532448703435063,8737.239,32.04008071,-84.19615662
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Talbot County,13263,0.581014571830777,2453.4138,32.69944401,-84.53322383
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Taliaferro County,13265,0.595578046530182,641.9196,33.566347,-82.87900052
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Tattnall County,13267,0.247477918547908,6173.1996,32.04578293,-82.05794341
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Taylor County,13269,0.363978864576904,2886.4548,32.55610793,-84.25102911
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Telfair County,13271,0.321398522156117,3059.6712,31.92997221,-82.93880265
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Terrell County,13273,0.54184941157758,3149.9184,31.77710794,-84.43693855
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Thomas County,13275,0.399436694376364,16023.9726,30.86359281,-83.91853341
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Tift County,13277,0.340043783094501,12324.5652,31.45751029,-83.52652261
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Toombs County,13279,0.261913811425244,7919.9196,32.12156708,-82.33096121
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Towns County,13281,0.200663332260236,6407.5512,34.91666684,-83.73739141
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Treutlen County,13283,0.29491648639863,2266.3692,32.40331611,-82.56783271
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Troup County,13285,0.39773224103259,22670.2422,33.03346388,-85.02873581
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Turner County,13287,0.377000788540405,2781.6516,31.7164981,-83.62479675
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Twiggs County,13289,0.447446422818098,3234.3432,32.66724559,-83.42729345
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Union County,13291,0.199339683133819,12944.6508,34.83375049,-83.99038243
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Upson County,13293,0.31902696257758,9917.0028,32.88096475,-84.29964447
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Walker County,13295,0.215888150318933,23215.3644,34.73561638,-85.30084531
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Walton County,13297,0.286134339229524,42221.1336,33.78121226,-83.73367264
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Ware County,13299,0.301226788786095,10441.7466,31.05375667,-82.42364479
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Warren County,13301,0.54485731758533,1882.0908,33.40868082,-82.67696672
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Washington County,13303,0.511809288505065,6890.0826,32.96958544,-82.79573433
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Wayne County,13305,0.214356082687841,9839.1282,31.55172562,-81.91710568
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Webster County,13307,0.428592750681646,970.8852,32.04630599,-84.55001221
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Wheeler County,13309,0.291339167136206,1652.106,32.11657577,-82.72430717
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),White County,13311,0.167385803339426,12187.011,34.64590613,-83.74657149
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Whitfield County,13313,0.293960482275214,28826.7024,34.80650119,-84.96674982
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Wilcox County,13315,0.270112337511026,2430.852,31.97280479,-83.43204775
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Wilkes County,13317,0.436402702143767,3699.4074,33.78219274,-82.74345686
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Wilkinson County,13319,0.431447878938035,3566.22,32.80234579,-83.17090856
Gubernatorial,Georgia,State,Georgia,Bottoms (D),Jackson (R),Worth County,13321,0.263816466768407,6761.9898,31.55124636,-83.8509648
Gubernatorial,Hawaii,State,Hawaii,Green* (D),Cordery (R),Hawaii County,15001,0.67748544394947,58887.0258,19.60123507,-155.5211676
Gubernatorial,Hawaii,State,Hawaii,Green* (D),Cordery (R),Honolulu County,15003,0.643864028848854,243660.162,21.45879706,-157.9746934
Gubernatorial,Hawaii,State,Hawaii,Green* (D),Cordery (R),Kauai County,15007,0.622793924090878,21454.0884,22.03978487,-159.5957496
Gubernatorial,Hawaii,State,Hawaii,Green* (D),Cordery (R),Maui County,15009,0.67312471051373,44778.6228,20.86402572,-156.5692176
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Ada County,16001,0.478846250200162,189137.025,43.45084054,-116.241035
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Adams County,16003,0.248278367843652,1902.4692,44.88931492,-116.4539483
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Bannock County,16005,0.438276861838627,28118.553,42.6686619,-112.2247491
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Bear Lake County,16007,0.140362161737188,2368.2612,42.28476453,-111.3294847
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Benewah County,16009,0.237722871350073,3660.1062,47.21772961,-116.6586207
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Bingham County,16011,0.210251189081243,14604.0348,43.21643996,-112.3976535
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Blaine County,16013,0.695385836794199,9246.699,43.41242641,-113.980642
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Boise County,16015,0.279162723294056,3487.6176,43.98909247,-115.730321
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Bonner County,16017,0.30729467019749,21107.6556,48.2996896,-116.6009928
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Bonneville County,16019,0.284224500869305,39673.1058,43.38792191,-111.6147928
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Boundary County,16021,0.19651749264036,5050.2042,48.766998,-116.4627525
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Butte County,16023,0.162736285100743,1057.4934,43.72266581,-113.1719663
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Camas County,16025,0.244348483764739,509.46,43.46356926,-114.8053772
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Canyon County,16027,0.312719505306173,71632.9872,43.6251769,-116.7092162
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Caribou County,16029,0.146892874966774,2438.8578,42.77049766,-111.5621762
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Cassia County,16031,0.148451668089258,6781.6404,42.28381567,-113.6013217
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Clark County,16033,0.143278141039098,240.174,44.28409003,-112.3520136
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Clearwater County,16035,0.219178664221422,3147.0072,46.67349275,-115.656021
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Custer County,16037,0.252637121003563,1880.6352,44.24147306,-114.2816427
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Elmore County,16039,0.293032797187486,7570.5756,43.35417471,-115.4691486
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Franklin County,16041,0.119325855538676,5081.4996,42.18121994,-111.8131009
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Fremont County,16043,0.166349384300012,4802.7522,44.22898675,-111.4821032
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Gem County,16045,0.187524069915237,7573.4868,44.0602805,-116.3979457
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Gooding County,16047,0.22979138982051,4203.7728,42.97094353,-114.8116615
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Idaho County,16049,0.18410068205058,6992.7024,45.84388002,-115.4671964
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Jefferson County,16051,0.137110040933222,11187.7416,43.82027224,-112.3114205
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Jerome County,16053,0.239674948281576,5643.3612,42.68974614,-114.2642648
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Kootenai County,16055,0.288620284095137,68538.3816,47.6744641,-116.7000308
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Latah County,16057,0.51255897512849,14343.4824,46.81645625,-116.7117113
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Lemhi County,16059,0.237312025180596,3459.9612,44.9436279,-113.9335998
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Lewis County,16061,0.182276011167865,1315.8624,46.2366682,-116.4267621
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Lincoln County,16063,0.241354095016817,1352.2524,43.00232711,-114.1383193
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Madison County,16065,0.175997789592143,12148.4376,43.78411982,-111.6592182
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Minidoka County,16067,0.187156069340811,5657.9172,42.85441649,-113.6374976
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Nez Perce County,16069,0.337216872983315,14290.353,46.32729495,-116.7498104
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Oneida County,16071,0.112658171008829,1726.3416,42.19490877,-112.5395749
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Owyhee County,16073,0.205977991452795,3534.9246,42.58161924,-116.1698327
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Payette County,16075,0.206738699336676,8385.7116,44.00714137,-116.7604309
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Power County,16077,0.281461654342493,2133.1818,42.69368252,-112.8410539
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Shoshone County,16079,0.320113368538356,4346.4216,47.35176251,-115.8911361
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Teton County,16081,0.603915885011253,4707.4104,43.7599238,-111.2078712
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Twin Falls County,16083,0.296238717641466,26468.6304,42.35608428,-114.6681729
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Valley County,16085,0.432144771277223,5155.0074,44.76650867,-115.5662454
Gubernatorial,Idaho,State,Idaho,Pickens (D),Little* (R),Washington County,16087,0.206487591992267,3958.5042,44.45250794,-116.7847747
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Adams County,17001,0.258939898176556,22759.7616,39.98808185,-91.18842478
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Alexander County,17003,0.457165780756307,1633.911,37.19162505,-89.33759146
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Bond County,17005,0.308256644225021,5683.3902,38.88688243,-89.43566372
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Boone County,17007,0.455288021475041,17344.9296,42.32294195,-88.82348512
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Brown County,17009,0.201172310065404,1750.359,39.96180493,-90.75018804
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Bureau County,17011,0.421027446318256,11414.8152,41.40406966,-89.52841534
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Calhoun County,17013,0.274974907204139,1906.1082,39.16895789,-90.66743491
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Carroll County,17015,0.369886139755808,5590.9596,42.06794659,-89.93380816
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Cass County,17017,0.32200495032367,3748.17,39.97376092,-90.24761202
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Champaign County,17019,0.655661648473017,63521.6562,40.13984863,-88.19947606
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Christian County,17021,0.318386097269938,11138.2512,39.54582799,-89.27760111
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Clark County,17023,0.242690290033882,5863.8846,39.33402321,-87.7878617
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Clay County,17025,0.168970747008983,4850.0592,38.75410733,-88.49033998
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Clinton County,17027,0.256476931506033,13721.9412,38.60632268,-89.4229686
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Coles County,17029,0.391806648574653,15357.3078,39.52086003,-88.22141023
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Cook County,17031,0.775896125098393,1478651.6094,41.84005007,-87.81698762
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Crawford County,17033,0.246681133964247,6386.445,39.00382453,-87.75932466
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Cumberland County,17035,0.215816381319451,4138.2708,39.27402319,-88.24032182
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),DeKalb County,17037,0.560220254126668,33743.7192,41.8933691,-88.76979995
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),DeWitt County,17039,0.308905556685775,5521.8186,40.17434051,-88.90408529
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Douglas County,17041,0.290293269571173,6021.8172,39.7695478,-88.21756136
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),DuPage County,17043,0.621044698809228,321983.8146,41.85173736,-88.08563421
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Edgar County,17045,0.265745209996529,5655.7338,39.67865165,-87.74546531
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Edwards County,17047,0.139637169218829,2366.0778,38.41619684,-88.05369238
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Effingham County,17049,0.2050417222989,13639.6998,39.05935691,-88.58969703
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Fayette County,17051,0.194395166692081,6898.8162,39.0000587,-89.02441763
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Ford County,17053,0.286740333000575,4673.2038,40.59686492,-88.22313426
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Franklin County,17055,0.263985979443603,12705.2046,37.99202257,-88.9239703
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Fulton County,17057,0.430310050998831,11504.3346,40.47248529,-90.20749434
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Gallatin County,17059,0.246643595925758,1807.8552,37.76253711,-88.23082016
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Greene County,17061,0.242709259128702,4322.4042,39.3563746,-90.39051245
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Grundy County,17063,0.410091072107281,19024.692,41.2856038,-88.41891328
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Hamilton County,17065,0.202279571758304,3001.4472,38.08163641,-88.53883373
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Hancock County,17067,0.252555831543588,6470.8698,40.40370799,-91.16472529
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Hardin County,17069,0.209289434028802,1385.0034,37.51807977,-88.26669526
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Henderson County,17071,0.3484022950316,2470.881,40.81804873,-90.92497453
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Henry County,17073,0.413239386812041,17892.963,41.35314875,-90.13161776
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Iroquois County,17075,0.228304754160293,9550.9194,40.74732578,-87.82452537
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Jackson County,17077,0.552352787060941,16017.4224,37.78505462,-89.38232705
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Jasper County,17079,0.176994549223242,3901.7358,39.01061641,-88.15377894
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Jefferson County,17081,0.267904789164986,11957.0262,38.30019275,-88.92397205
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Jersey County,17083,0.276860091509175,8369.7,39.0855748,-90.3567923
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Jo Daviess County,17085,0.456045930189972,8869.6986,42.36542788,-90.21246462
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Johnson County,17087,0.222019974178644,4395.1842,37.45959866,-88.88074567
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Kane County,17089,0.598943059995052,159633.4686,41.93895003,-88.42861217
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Kankakee County,17091,0.437389961898512,33976.6152,41.13747976,-87.86189197
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Kendall County,17093,0.556016695562829,47268.4266,41.59088826,-88.42879892
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Knox County,17095,0.490626879074899,15833.289,40.93148779,-90.2133034
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Lake County,17097,0.660611988071844,222011.0232,42.32318039,-88.00373142
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),LaSalle County,17099,0.470403455777928,37660.7388,41.34406943,-88.88623869
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Lawrence County,17101,0.224371388412731,4365.3444,38.72048612,-87.72698819
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Lee County,17103,0.434643811012822,11488.323,41.74622905,-89.29939757
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Livingston County,17105,0.299467386223856,11849.3118,40.89167342,-88.55786997
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Logan County,17107,0.328679963239771,8951.94,40.12467469,-89.36775244
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Macon County,17115,0.448497248480642,32438.7738,39.85999062,-88.96174804
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Macoupin County,17117,0.35321818216344,16708.1046,39.26136043,-89.92459485
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Madison County,17119,0.471106338513906,94807.5948,38.83016798,-89.90510951
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Marion County,17121,0.269128450246305,12026.895,38.64962591,-88.91900564
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Marshall County,17123,0.359225620006064,4390.0896,41.03327407,-89.34481931
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Mason County,17125,0.338663187667606,4539.2886,40.23934407,-89.91665526
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Massac County,17127,0.266858445338524,4819.4916,37.21923954,-88.70754316
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),McDonough County,17109,0.417287307795925,8531.9994,40.45674722,-90.67775541
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),McHenry County,17111,0.533595624963954,115940.7234,42.32444631,-88.45263983
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),McLean County,17113,0.560236184840633,61706.523,40.49061752,-88.84769482
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Menard County,17129,0.3422912071608,4609.1574,40.02711636,-89.80172848
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Mercer County,17131,0.399814747962179,5942.487,41.20543704,-90.74108384
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Monroe County,17133,0.348684251557261,14940.2784,38.27853951,-90.17743157
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Montgomery County,17135,0.326161329797044,9425.7378,39.23097041,-89.4790156
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Morgan County,17137,0.36939032546473,10520.349,39.71580417,-90.20121837
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Moultrie County,17139,0.282168689396439,4680.4818,39.64136794,-88.61929657
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Ogle County,17141,0.391185049234113,18437.3574,42.04257451,-89.32021067
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Peoria County,17143,0.561553657072688,56375.388,40.78797055,-89.75986508
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Perry County,17145,0.274766832603058,6619.341,38.08436666,-89.36728052
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Piatt County,17147,0.393865967409061,6774.3624,40.01024723,-88.59111102
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Pike County,17149,0.196808127852854,5376.9864,39.62260409,-90.88665915
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Pope County,17151,0.218430923346365,1538.5692,37.41325351,-88.56128333
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Pulaski County,17153,0.347200629123704,1711.7856,37.22269456,-89.12738626
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Putnam County,17155,0.440735839601925,2378.4504,41.2041567,-89.28578933
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Randolph County,17157,0.300513279025454,10251.063,38.05214985,-89.82565532
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Richland County,17159,0.238744641599491,5557.4808,38.71228739,-88.08560224
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Rock Island County,17161,0.595384610600963,45259.6986,41.46753509,-90.56755378
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Saline County,17165,0.266015212497387,7615.6992,37.75332999,-88.54119706
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Sangamon County,17167,0.53487491235808,70635.1734,39.75818327,-89.65883945
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Schuyler County,17169,0.299989763599986,2679.0318,40.15816304,-90.61538755
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Scott County,17171,0.21545020153877,1862.4402,39.64403604,-90.47455118
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Shelby County,17173,0.22891141450418,8374.7946,39.39127226,-88.80591091
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),St. Clair County,17163,0.575931650468013,85483.0212,38.4703223,-89.92848248
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Stark County,17175,0.30493757248456,1970.8824,41.09327074,-89.79757636
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Stephenson County,17177,0.439786669431434,15010.875,42.35166558,-89.66268151
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Tazewell County,17179,0.399252880479495,48599.5728,40.50758831,-89.51334003
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Union County,17181,0.313148238487658,5911.1916,37.47114082,-89.25435617
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Vermilion County,17183,0.35886506224212,21128.7618,40.18371674,-87.73292603
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Wabash County,17185,0.229233404157316,3853.701,38.44634379,-87.84368093
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Warren County,17187,0.402367840072852,5305.662,40.84888704,-90.61478203
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Washington County,17189,0.235901107235853,5426.4768,38.35241923,-89.41050166
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),Wayne County,17191,0.132007525482815,5949.0372,38.42955355,-88.42586459
Gubernatorial,Illinois,State,Illinois,Pritzker* (D),Bailey (R),White County,17193,0.199459391951674,5077.1328,38.08714445,-88.18016372
