Date,ElectionName,DemChance,RepChance,DemEstimate,RepEstimate,DemLow95,DemHigh95,RepLow95,RepHigh95
2025-11-05,California-38,0.9982,0.0018,0.5917,0.4083,0.540023854,0.643426876,0.356573124,0.459976146
2025-11-05,California-39,0.9985,0.0015,0.593,0.407,0.541443018,0.64459962,0.35540038,0.458556982
2025-11-05,California-40,0.0499,0.9501,0.4492,0.5508,0.398432065,0.499983107,0.500016893,0.601567935
2025-11-05,California-41,1,0,0.6825,0.3175,0.630609326,0.734437208,0.265562792,0.369390674
2025-11-05,California-42,0.9966,0.0034,0.5851,0.4149,0.533448932,0.636778312,0.363221688,0.466551068
2025-11-05,California-43,1,0,0.7558,0.2442,0.704491579,0.807149315,0.192850685,0.295508421
2025-11-05,California-44,1,0,0.7198,0.2802,0.668261518,0.771386651,0.228613349,0.331738482
2025-11-05,California-45,0.788,0.212,0.5251,0.4749,0.473419307,0.576844621,0.423155379,0.526580693
2025-11-05,California-46,1,0,0.626,0.374,0.574303514,0.677715304,0.322284696,0.425696486
2025-11-05,California-47,0.9604,0.0396,0.5552,0.4448,0.503481772,0.606880264,0.393119736,0.496518228
2025-11-05,California-48,0.9535,0.0465,0.5528,0.4472,0.501080705,0.604590056,0.395409944,0.498919295
2025-11-05,California-49,0.9746,0.0254,0.5615,0.4385,0.509693058,0.613296509,0.386703491,0.490306942
2025-11-05,California-50,0.9986,0.0014,0.5942,0.4058,0.54237201,0.64598181,0.35401819,0.45762799
2025-11-05,California-51,0.9999,0.0001,0.6146,0.3854,0.562984623,0.666232884,0.333767116,0.437015377
2025-11-05,California-52,1,0,0.6596,0.3404,0.607853489,0.711419812,0.288580188,0.392146511
2025-11-05,Colorado-01,1,0,0.8255,0.1745,0.774380855,0.876669797,0.123330203,0.225619145
2025-11-05,Colorado-02,1,0,0.7377,0.2623,0.687071139,0.788403948,0.211596052,0.312928861
2025-11-05,Colorado-03,0.5802,0.4198,0.5062,0.4938,0.455938604,0.5564225,0.4435775,0.544061396
2025-11-05,Colorado-04,0.1777,0.8223,0.4718,0.5282,0.421475296,0.522037738,0.477962262,0.578524704
2025-11-05,Colorado-05,0.153,0.847,0.4694,0.5306,0.420221999,0.518568015,0.481431985,0.579778001
2025-11-05,Colorado-06,1,0,0.6395,0.3605,0.588312546,0.690656453,0.309343547,0.411687454
2025-11-05,Colorado-07,0.9998,0.0002,0.6101,0.3899,0.559293062,0.660937088,0.339062912,0.440706938
2025-11-05,Colorado-08,0.8172,0.1828,0.5277,0.4723,0.477300157,0.578195379,0.421804621,0.522699843
2025-11-05,Connecticut-01,1,0,0.6508,0.3492,0.599657391,0.701946115,0.298053885,0.400342609
2025-11-05,Connecticut-02,0.9968,0.0032,0.5864,0.4136,0.534284462,0.638539858,0.361460142,0.465715538
2025-11-05,Connecticut-03,0.9993,0.0007,0.5994,0.4006,0.548367251,0.650499163,0.349500837,0.451632749
2025-11-05,Connecticut-04,0.9999,0.0001,0.6215,0.3785,0.56994886,0.673139131,0.326860869,0.43005114
2025-11-05,Connecticut-05,0.9609,0.0391,0.5554,0.4446,0.503639887,0.607121668,0.392878332,0.496360113
2025-11-05,Delaware-00,0.9986,0.0014,0.5926,0.4074,0.541440208,0.643694242,0.356305758,0.458559792
2025-11-05,Florida-01,0.0013,0.9987,0.4068,0.5932,0.355744703,0.457857147,0.542142853,0.644255297
2025-11-05,Florida-02,0.0102,0.9898,0.4274,0.5726,0.375845989,0.478871993,0.521128007,0.624154011
2025-11-05,Florida-03,0.0031,0.9969,0.4149,0.5851,0.363877099,0.46600806,0.53399194,0.636122901
2025-11-05,Florida-04,0.1048,0.8952,0.4606,0.5394,0.40901113,0.512241742,0.487758258,0.59098887
2025-11-05,Florida-05,0.0019,0.9981,0.4105,0.5895,0.359520887,0.461391907,0.538608093,0.640479113
2025-11-05,Florida-06,0.0047,0.9953,0.4197,0.5803,0.368841528,0.470572586,0.529427414,0.631158472
2025-11-05,Florida-07,0.1485,0.8515,0.4676,0.5324,0.416421257,0.518722755,0.481277245,0.583578743
2025-11-05,Florida-08,0.0025,0.9975,0.4135,0.5865,0.362685394,0.464303582,0.535696418,0.637314606
2025-11-05,Florida-09,0.9826,0.0174,0.5663,0.4337,0.514613159,0.617942645,0.382057355,0.485386841
2025-11-05,Florida-10,1,0,0.6215,0.3785,0.570672302,0.672303821,0.327696179,0.429327698
2025-11-05,Florida-11,0.0225,0.9775,0.4382,0.5618,0.387447495,0.488893404,0.511106596,0.612552505
2025-11-05,Florida-12,0,1,0.3364,0.6636,0.285520822,0.38725581,0.61274419,0.714479178
2025-11-05,Florida-13,0.2921,0.7079,0.483,0.517,0.431987119,0.534060554,0.465939446,0.568012881
2025-11-05,Florida-14,0.9896,0.0104,0.5717,0.4283,0.520688132,0.622679702,0.377320298,0.479311868
2025-11-05,Florida-15,0.13,0.87,0.4648,0.5352,0.413462615,0.51620067,0.48379933,0.586537385
2025-11-05,Florida-16,0.0715,0.9285,0.4542,0.5458,0.402699745,0.505642789,0.494357211,0.597300255
2025-11-05,Florida-17,0.0008,0.9992,0.4028,0.5972,0.351974694,0.45352953,0.54647047,0.648025306
2025-11-05,Florida-18,0.0001,0.9999,0.384,0.616,0.333138301,0.434841994,0.565158006,0.666861699
2025-11-05,Florida-19,0.0001,0.9999,0.3834,0.6166,0.331923279,0.434815414,0.565184586,0.668076721
2025-11-05,Florida-20,1,0,0.7148,0.2852,0.658753304,0.770859908,0.229140092,0.341246696
2025-11-05,Florida-21,0.0098,0.9902,0.428,0.572,0.377254711,0.478766806,0.521233194,0.622745289
2025-11-05,Florida-22,0.9586,0.0414,0.5542,0.4458,0.50281173,0.605516293,0.394483707,0.49718827
2025-11-05,Florida-23,0.8235,0.1765,0.529,0.471,0.477627213,0.580389287,0.419610713,0.522372787
2025-11-05,Florida-24,1,0,0.676,0.324,0.625001318,0.727000433,0.272999567,0.374998682
2025-11-05,Florida-25,0.9487,0.0513,0.551,0.449,0.499611243,0.602401126,0.397598874,0.500388757
2025-11-05,Florida-26,0,1,0.3377,0.6623,0.286857071,0.388482883,0.611517117,0.713142929
2025-11-05,Florida-27,0.0261,0.9739,0.44,0.56,0.389174417,0.490842044,0.509157956,0.610825583
2025-11-05,Florida-28,0.0005,0.9995,0.3976,0.6024,0.346774586,0.448490814,0.551509186,0.653225414
2025-11-05,Georgia-01,0.0408,0.9592,0.4453,0.5547,0.393621912,0.496985753,0.503014247,0.606378088
2025-11-05,Georgia-02,0.9676,0.0324,0.5574,0.4426,0.506280758,0.608532921,0.391467079,0.493719242
2025-11-05,Georgia-03,0,1,0.3723,0.6277,0.321058036,0.423553771,0.576446229,0.678941964
2025-11-05,Georgia-04,1,0,0.7578,0.2422,0.706964794,0.808651046,0.191348954,0.293035206
2025-11-05,Georgia-05,1,0,0.855,0.145,0.804239235,0.905686672,0.094313328,0.195760765
2025-11-05,Georgia-06,1,0,0.7194,0.2806,0.668563112,0.770228641,0.229771359,0.331436888
2025-11-05,Georgia-07,0.0002,0.9998,0.3895,0.6105,0.338893729,0.440189065,0.559810935,0.661106271
2025-11-05,Georgia-08,0,1,0.3516,0.6484,0.300348778,0.402814711,0.597185289,0.699651222
2025-11-05,Georgia-09,0,1,0.3566,0.6434,0.305811632,0.407412485,0.592587515,0.694188368
2025-11-05,Georgia-10,0.0066,0.9934,0.4222,0.5778,0.370628575,0.473853457,0.526146543,0.629371425
2025-11-05,Georgia-11,0.0041,0.9959,0.4175,0.5825,0.366069375,0.468833664,0.531166336,0.633930625
2025-11-05,Georgia-12,0.0163,0.9837,0.4333,0.5667,0.381883045,0.484625057,0.515374943,0.618116955
2025-11-05,Georgia-13,1,0,0.7214,0.2786,0.670198499,0.772520935,0.227479065,0.329801501
2025-11-05,Georgia-14,0,1,0.3725,0.6275,0.326369268,0.418537184,0.581462816,0.673630732
2025-11-05,Hawaii-01,1,0,0.6941,0.3059,0.64247029,0.745798465,0.254201535,0.35752971
2025-11-05,Hawaii-02,1,0,0.6703,0.3297,0.618582354,0.721977191,0.278022809,0.381417646
2025-11-05,Idaho-01,0,1,0.3175,0.6825,0.267122825,0.367853336,0.632146664,0.732877175
2025-11-05,Idaho-02,0,1,0.3793,0.6207,0.328860211,0.429715258,0.570284742,0.671139789
2025-11-05,Illinois-01,1,0,0.6534,0.3466,0.602693879,0.704168832,0.295831168,0.397306121
2025-11-05,Illinois-02,1,0,0.6847,0.3153,0.632930254,0.736402161,0.263597839,0.367069746
2025-11-05,Illinois-03,1,0,0.6772,0.3228,0.625963789,0.728514466,0.271485534,0.374036211
2025-11-05,Illinois-04,1,0,0.6689,0.3311,0.617350393,0.720393538,0.279606462,0.382649607
2025-11-05,Illinois-05,1,0,0.6936,0.3064,0.642378322,0.744826642,0.255173358,0.357621678
2025-11-05,Illinois-06,0.938,0.062,0.5479,0.4521,0.49668165,0.599134717,0.400865283,0.50331835
2025-11-05,Illinois-07,1,0,0.8381,0.1619,0.786737306,0.889365036,0.110634964,0.213262694
2025-11-05,Illinois-08,0.9771,0.0229,0.5627,0.4373,0.511036371,0.614307582,0.385692418,0.488963629
2025-11-05,Illinois-09,1,0,0.701,0.299,0.649346218,0.752654811,0.247345189,0.350653782
2025-11-05,Illinois-10,0.9997,0.0003,0.6059,0.3941,0.554549556,0.657200985,0.342799015,0.445450444
2025-11-05,Illinois-11,0.9868,0.0132,0.5697,0.4303,0.518076755,0.621344546,0.378655454,0.481923245
2025-11-05,Illinois-12,0,1,0.3018,0.6982,0.251216854,0.352480184,0.647519816,0.748783146
2025-11-05,Illinois-13,0.9836,0.0164,0.5657,0.4343,0.515076819,0.616281281,0.383718719,0.484923181
2025-11-05,Illinois-14,0.9648,0.0352,0.5566,0.4434,0.505157652,0.608110619,0.391889381,0.494842348
2025-11-05,Illinois-15,0,1,0.3372,0.6628,0.2817056,0.392748516,0.607251484,0.7182944
2025-11-05,Illinois-16,0.0151,0.9849,0.4269,0.5731,0.371348404,0.482395485,0.517604515,0.628651596
2025-11-05,Illinois-17,0.8785,0.1215,0.5359,0.4641,0.485333425,0.586409024,0.413590976,0.514666575
2025-11-05,Indiana-01,0.8749,0.1251,0.5355,0.4645,0.484702388,0.586355073,0.413644927,0.515297612
2025-11-05,Indiana-02,0.0002,0.9998,0.3925,0.6075,0.341921125,0.442981611,0.557018389,0.658078875
2025-11-05,Indiana-03,0,1,0.3598,0.6402,0.309244473,0.410266743,0.589733257,0.690755527
2025-11-05,Indiana-04,0,1,0.3596,0.6404,0.308940961,0.410314526,0.589685474,0.691059039
2025-11-05,Indiana-05,0.0214,0.9786,0.4376,0.5624,0.38690266,0.488295145,0.511704855,0.61309734
2025-11-05,Indiana-06,0,1,0.3624,0.6376,0.311893582,0.412923332,0.587076668,0.688106418
2025-11-05,Indiana-07,1,0,0.6969,0.3031,0.646587205,0.747255249,0.252744751,0.353412795
2025-11-05,Indiana-08,0,1,0.3383,0.6617,0.287726248,0.388894248,0.611105752,0.712273752
2025-11-05,Indiana-09,0,1,0.3754,0.6246,0.324872784,0.425933881,0.574066119,0.675127216
2025-11-05,Iowa-01,0.791,0.209,0.5244,0.4756,0.474835432,0.573959934,0.426040066,0.525164568
2025-11-05,Iowa-02,0.2877,0.7123,0.4825,0.5175,0.431124225,0.533880124,0.466119876,0.568875775
2025-11-05,Iowa-03,0.7165,0.2835,0.5175,0.4825,0.467221359,0.567772576,0.432227424,0.532778641
2025-11-05,Iowa-04,0,1,0.3718,0.6282,0.320438644,0.423228414,0.576771586,0.679561356
2025-11-05,Kansas-01,0,1,0.3543,0.6457,0.304014827,0.404672727,0.595327273,0.695985173
2025-11-05,Kansas-02,0.013,0.987,0.4316,0.5684,0.381068653,0.482177232,0.517822768,0.618931347
2025-11-05,Kansas-03,0.9695,0.0305,0.5586,0.4414,0.507147475,0.609998465,0.390001535,0.492852525
2025-11-05,Kansas-04,0.0003,0.9997,0.395,0.605,0.344705215,0.445300724,0.554699276,0.655294785
2025-11-05,Kentucky-01,0,1,0.2862,0.7138,0.235429612,0.337036596,0.662963404,0.764570388
2025-11-05,Kentucky-02,0,1,0.31,0.69,0.259446374,0.360646993,0.639353007,0.740553626
2025-11-05,Kentucky-03,0.9998,0.0002,0.6107,0.3893,0.560234081,0.661139373,0.338860627,0.439765919
2025-11-05,Kentucky-04,0,1,0.3561,0.6439,0.300706893,0.41151525,0.58848475,0.699293107
2025-11-05,Kentucky-05,0,1,0.2073,0.7927,0.151528192,0.263061268,0.736938732,0.848471808
2025-11-05,Kentucky-06,0.042,0.958,0.4461,0.5539,0.394811036,0.497425781,0.502574219,0.605188964
2025-11-05,Louisiana-01,0,1,0.2946,0.7054,0.243163117,0.346013956,0.653986044,0.756836883
2025-11-05,Louisiana-02,1,0,1,0,1,1,0,0
2025-11-05,Louisiana-03,0,1,0.2867,0.7133,0.235399372,0.338072916,0.661927084,0.764600628
2025-11-05,Louisiana-04,0,1,0.2646,0.7354,0.208621136,0.320522975,0.679477025,0.791378864
2025-11-05,Louisiana-05,0,1,0.3335,0.6665,0.282013299,0.38505695,0.61494305,0.717986701
2025-11-05,Louisiana-06,0.9998,0.0002,0.6107,0.3893,0.559554952,0.661767308,0.338232692,0.440445048
2025-11-05,Maine-01,1,0,0.6346,0.3654,0.582660474,0.68648541,0.31351459,0.417339526
2025-11-05,Maine-02,0.3186,0.6814,0.4852,0.5148,0.433595469,0.536816055,0.463183945,0.566404531
2025-11-05,Maryland-01,0.0205,0.9795,0.4374,0.5626,0.38699783,0.487816509,0.512183491,0.61300217
2025-11-05,Maryland-02,0.9998,0.0002,0.6098,0.3902,0.558850506,0.660812248,0.339187752,0.441149494
2025-11-05,Maryland-03,1,0,0.6311,0.3689,0.5798241,0.682309879,0.317690121,0.4201759
2025-11-05,Maryland-04,1,0,0.8921,0.1079,0.840969886,0.94319233,0.05680767,0.159030114
2025-11-05,Maryland-05,1,0,0.7008,0.2992,0.649442901,0.752167328,0.247832672,0.350557099
2025-11-05,Maryland-06,0.9393,0.0607,0.5484,0.4516,0.496988999,0.599726873,0.400273127,0.503011001
2025-11-05,Maryland-07,1,0,0.8155,0.1845,0.764840712,0.866189287,0.133810713,0.235159288
2025-11-05,Maryland-08,1,0,0.7917,0.2083,0.74020663,0.843110914,0.156889086,0.25979337
2025-11-05,Massachusetts-01,0.9997,0.0003,0.6165,0.3835,0.560983665,0.672049982,0.327950018,0.439016335
2025-11-05,Massachusetts-02,1,0,0.6675,0.3325,0.611626469,0.723341415,0.276658585,0.388373531
2025-11-05,Massachusetts-03,0.9999,0.0001,0.6279,0.3721,0.571472196,0.684293242,0.315706758,0.428527804
2025-11-05,Massachusetts-04,0.9999,0.0001,0.6281,0.3719,0.571761687,0.684480557,0.315519443,0.428238313
2025-11-05,Massachusetts-05,1,0,0.7504,0.2496,0.693907888,0.806805112,0.193194888,0.306092112
2025-11-05,Massachusetts-06,1,0,0.642,0.358,0.590847351,0.693144175,0.306855825,0.409152649
2025-11-05,Massachusetts-07,1,0,0.8702,0.1298,0.814005009,0.926458194,0.073541806,0.185994991
2025-11-05,Massachusetts-08,1,0,0.6973,0.3027,0.6460545,0.748457378,0.251542622,0.3539455
2025-11-05,Massachusetts-09,0.9949,0.0051,0.5804,0.4196,0.528939472,0.631907918,0.368092082,0.471060528
2025-11-05,Michigan-01,0.0264,0.9736,0.4403,0.5597,0.389686635,0.491006419,0.508993581,0.610313365
2025-11-05,Michigan-02,0,1,0.3625,0.6375,0.311846577,0.413201967,0.586798033,0.688153423
2025-11-05,Michigan-03,0.9352,0.0648,0.5465,0.4535,0.496024573,0.597068674,0.402931326,0.503975427
2025-11-05,Michigan-04,0.2217,0.7783,0.4764,0.5236,0.42566174,0.527088881,0.472911119,0.57433826
2025-11-05,Michigan-05,0,1,0.3738,0.6262,0.323187986,0.424340951,0.575659049,0.676812014
2025-11-05,Michigan-06,1,0,0.6322,0.3678,0.580890752,0.683494114,0.316505886,0.419109248
2025-11-05,Michigan-07,0.575,0.425,0.5059,0.4941,0.454856864,0.556874896,0.443125104,0.545143136
2025-11-05,Michigan-08,0.8209,0.1791,0.5283,0.4717,0.477616321,0.579048025,0.420951975,0.522383679
2025-11-05,Michigan-09,0,1,0.3541,0.6459,0.30367391,0.404435332,0.595564668,0.69632609
2025-11-05,Michigan-10,0.3181,0.6819,0.4853,0.5147,0.434330091,0.53633971,0.46366029,0.565669909
2025-11-05,Michigan-11,0.9996,0.0004,0.6041,0.3959,0.552894198,0.65537903,0.34462097,0.447105802
2025-11-05,Michigan-12,1,0,0.7168,0.2832,0.666274818,0.767247268,0.232752732,0.333725182
2025-11-05,Michigan-13,1,0,0.7195,0.2805,0.669107694,0.769832711,0.230167289,0.330892306
2025-11-05,Minnesota-01,0.1191,0.8809,0.4638,0.5362,0.41336865,0.514285872,0.485714128,0.58663135
2025-11-05,Minnesota-02,0.973,0.027,0.56,0.44,0.508773973,0.611312224,0.388687776,0.491226027
2025-11-05,Minnesota-03,0.9995,0.0005,0.6034,0.3966,0.552048672,0.654763846,0.345236154,0.447951328
2025-11-05,Minnesota-04,1,0,0.6718,0.3282,0.620702134,0.722809401,0.277190599,0.379297866
2025-11-05,Minnesota-05,1,0,0.7634,0.2366,0.712767058,0.813981674,0.186018326,0.287232942
2025-11-05,Minnesota-06,0.0041,0.9959,0.4188,0.5812,0.368321687,0.469334779,0.530665221,0.631678313
2025-11-05,Minnesota-07,0,1,0.3412,0.6588,0.29055419,0.391784465,0.608215535,0.70944581
2025-11-05,Minnesota-08,0.0973,0.9027,0.4601,0.5399,0.409597551,0.510687599,0.489312401,0.590402449
2025-11-05,Mississippi-01,0,1,0.3367,0.6633,0.285395605,0.388054046,0.611945954,0.714604395
2025-11-05,Mississippi-02,0.9999,0.0001,0.6159,0.3841,0.564771741,0.667066389,0.332933611,0.435228259
2025-11-05,Mississippi-03,0.0002,0.9998,0.3808,0.6192,0.324731569,0.43689048,0.56310952,0.675268431
2025-11-05,Mississippi-04,0,1,0.2941,0.7059,0.24277523,0.345364107,0.654635893,0.75722477
2025-11-05,Missouri-01,1,0,0.7986,0.2014,0.747925354,0.849185614,0.150814386,0.252074646
2025-11-05,Missouri-02,0.1122,0.8878,0.4625,0.5375,0.411831023,0.513251167,0.486748833,0.588168977
2025-11-05,Missouri-03,0.0135,0.9865,0.4322,0.5678,0.381801517,0.482621991,0.517378009,0.618198483
2025-11-05,Missouri-04,0.0043,0.9957,0.4193,0.5807,0.368892773,0.46975688,0.53024312,0.631107227
2025-11-05,Missouri-05,0.0027,0.9973,0.4136,0.5864,0.362553819,0.464639762,0.535360238,0.637446181
2025-11-05,Missouri-06,0.0004,0.9996,0.3965,0.6035,0.345233839,0.447670411,0.552329589,0.654766161
2025-11-05,Missouri-07,0,1,0.304,0.696,0.253317058,0.354585359,0.645414641,0.746682942
2025-11-05,Missouri-08,0,1,0.2584,0.7416,0.207726981,0.308989399,0.691010601,0.792273019
2025-11-05,Montana-01,0.1617,0.8383,0.4691,0.5309,0.417503161,0.520610993,0.479389007,0.582496839
2025-11-05,Montana-02,0,1,0.3757,0.6243,0.325231891,0.426104881,0.573895119,0.674768109
2025-11-05,Nebraska-01,0.0331,0.9669,0.4439,0.5561,0.393599707,0.494141218,0.505858782,0.606400293
2025-11-05,Nebraska-02,0.9378,0.0622,0.5476,0.4524,0.49664094,0.598570861,0.401429139,0.50335906
2025-11-05,Nebraska-03,0,1,0.2474,0.7526,0.196860219,0.297846751,0.702153249,0.803139781
2025-11-05,Nevada-01,0.8717,0.1283,0.5353,0.4647,0.484092858,0.586579132,0.413420868,0.515907142
2025-11-05,Nevada-02,0.1443,0.8557,0.4666,0.5334,0.414819138,0.518380006,0.481619994,0.585180862
2025-11-05,Nevada-03,0.6358,0.3642,0.5109,0.4891,0.459374598,0.562376404,0.437623596,0.540625402
2025-11-05,Nevada-04,0.8952,0.1048,0.5392,0.4608,0.487826177,0.590492987,0.409507013,0.512173823
2025-11-05,New Hampshire-01,0.9433,0.0567,0.5493,0.4507,0.498076934,0.600501129,0.399498871,0.501923066
2025-11-05,New Hampshire-02,0.9516,0.0484,0.5525,0.4475,0.500480972,0.604487731,0.395512269,0.499519028
2025-11-05,New Jersey-01,0.9996,0.0004,0.6043,0.3957,0.553381458,0.655147094,0.344852906,0.446618542
2025-11-05,New Jersey-02,0.1053,0.8947,0.4617,0.5383,0.411417052,0.512027966,0.487972034,0.588582948
2025-11-05,New Jersey-03,0.9798,0.0202,0.564,0.436,0.512628722,0.615405323,0.384594677,0.487371278
2025-11-05,New Jersey-04,0,1,0.3699,0.6301,0.319844328,0.420039691,0.579960309,0.680155672
2025-11-05,New Jersey-05,0.9675,0.0325,0.5578,0.4422,0.506266147,0.609301003,0.390698997,0.493733853
2025-11-05,New Jersey-06,0.9889,0.0111,0.5716,0.4284,0.520097922,0.623026839,0.376973161,0.479902078
2025-11-05,New Jersey-07,0.7647,0.2353,0.522,0.478,0.471815811,0.572222039,0.427777961,0.528184189
2025-11-05,New Jersey-08,1,0,1,0,1,1,0,0
2025-11-05,New Jersey-09,0.8535,0.1465,0.5328,0.4672,0.481524881,0.583978072,0.416021928,0.518475119
2025-11-05,New Jersey-10,1,0,0.7633,0.2367,0.712543681,0.813983295,0.186016705,0.287456319
2025-11-05,New Jersey-11,0.9996,0.0004,0.5932,0.4068,0.547338836,0.639129921,0.360870079,0.452661164
2025-11-05,New Jersey-12,1,0,0.6476,0.3524,0.596359928,0.698938094,0.301061906,0.403640072
2025-11-05,New Mexico-01,0.9919,0.0081,0.5753,0.4247,0.523771091,0.626838871,0.373161129,0.476228909
2025-11-05,New Mexico-02,0.7867,0.2133,0.5249,0.4751,0.473349072,0.576514405,0.423485595,0.526650928
